V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
56,retired,married,primary,no,842.0,no,yes,unknown,5,jun,108.0,1,-1.0,0.0,unknown,1
51,entrepreneur,divorced,unknown,no,-57.0,yes,no,unknown,29,may,175.0,1,-1.0,0.0,unknown,1
47,blue-collar,married,primary,yes,-1385.0,yes,yes,unknown,15,may,77.0,1,-1.0,0.0,unknown,1
58,technician,married,secondary,no,4299.0,yes,no,unknown,29,may,348.0,3,-1.0,0.0,unknown,1
38,management,married,tertiary,no,66.0,yes,no,unknown,8,may,124.0,1,-1.0,0.0,unknown,1
41,technician,married,tertiary,no,-378.0,yes,yes,unknown,19,jun,252.0,2,-1.0,0.0,unknown,1
54,blue-collar,married,secondary,no,233.0,yes,no,unknown,19,may,220.0,3,-1.0,0.0,unknown,1
35,services,married,secondary,no,0.0,no,no,unknown,30,may,147.0,9,-1.0,0.0,unknown,1
56,blue-collar,married,primary,no,186.0,yes,no,unknown,2,jun,108.0,4,-1.0,0.0,unknown,1
34,management,single,tertiary,no,618.0,yes,no,unknown,3,jun,119.0,4,-1.0,0.0,unknown,1
31,management,divorced,tertiary,no,1145.0,yes,no,unknown,26,may,1272.0,4,-1.0,0.0,unknown,2
57,services,divorced,primary,no,1367.0,no,no,unknown,9,jun,144.0,3,-1.0,0.0,unknown,1
43,blue-collar,married,secondary,no,625.0,yes,no,unknown,30,sep,175.0,1,-1.0,0.0,unknown,1
42,blue-collar,married,primary,no,3.0,no,no,unknown,18,jun,45.0,3,-1.0,0.0,unknown,1
42,services,married,secondary,no,717.0,yes,no,unknown,4,jun,152.0,6,-1.0,0.0,unknown,1
32,management,single,tertiary,no,1373.0,yes,no,unknown,21,may,474.0,2,-1.0,0.0,unknown,1
52,management,married,secondary,no,4096.0,yes,no,unknown,4,jun,208.0,4,-1.0,0.0,unknown,1
28,admin.,single,secondary,no,1076.0,yes,no,unknown,2,jun,537.0,5,-1.0,0.0,unknown,1
33,admin.,divorced,secondary,no,392.0,yes,yes,unknown,26,may,245.0,3,-1.0,0.0,unknown,1
56,management,married,primary,no,93.0,yes,no,unknown,7,may,282.0,2,-1.0,0.0,unknown,1
48,blue-collar,married,secondary,no,1.0,no,no,unknown,5,may,669.0,3,-1.0,0.0,unknown,1
30,management,single,tertiary,no,528.0,yes,no,unknown,8,may,145.0,4,-1.0,0.0,unknown,1
34,blue-collar,divorced,secondary,no,383.0,yes,no,unknown,13,may,2231.0,1,-1.0,0.0,unknown,2
57,blue-collar,married,primary,no,8403.0,no,no,unknown,20,jun,11.0,11,-1.0,0.0,unknown,1
33,admin.,married,tertiary,no,205.0,no,no,unknown,1,jul,156.0,2,-1.0,0.0,unknown,1
44,technician,married,secondary,no,-199.0,no,no,unknown,26,may,144.0,3,-1.0,0.0,unknown,1
49,technician,married,secondary,no,550.0,yes,no,unknown,5,jun,412.0,2,-1.0,0.0,unknown,1
40,management,married,tertiary,no,655.0,yes,no,unknown,26,may,227.0,1,-1.0,0.0,unknown,1
35,management,single,tertiary,no,-202.0,yes,no,unknown,9,may,1461.0,2,-1.0,0.0,unknown,1
59,services,married,secondary,no,307.0,yes,yes,unknown,6,may,250.0,7,-1.0,0.0,unknown,1
53,technician,divorced,primary,no,7290.0,yes,no,unknown,30,may,153.0,1,-1.0,0.0,unknown,1
54,blue-collar,married,primary,no,1691.0,yes,no,unknown,14,may,156.0,1,-1.0,0.0,unknown,1
39,housemaid,married,primary,no,4899.0,no,no,unknown,20,jun,394.0,2,-1.0,0.0,unknown,1
37,technician,married,secondary,no,275.0,yes,no,unknown,5,may,132.0,1,-1.0,0.0,unknown,1
51,admin.,married,secondary,no,-192.0,no,no,unknown,16,jun,176.0,3,-1.0,0.0,unknown,1
43,management,divorced,secondary,no,693.0,yes,no,unknown,5,may,124.0,3,-1.0,0.0,unknown,1
26,blue-collar,single,primary,no,102.0,yes,no,unknown,16,may,46.0,1,-1.0,0.0,unknown,1
56,entrepreneur,divorced,secondary,no,155.0,no,no,unknown,5,may,118.0,3,-1.0,0.0,unknown,1
54,unknown,married,unknown,no,2508.0,no,no,unknown,20,jun,34.0,8,-1.0,0.0,unknown,1
54,services,divorced,primary,no,234.0,yes,no,unknown,15,may,140.0,3,-1.0,0.0,unknown,1
35,management,married,tertiary,no,14.0,yes,yes,unknown,8,may,64.0,1,-1.0,0.0,unknown,1
48,management,married,secondary,no,161.0,yes,no,unknown,5,may,224.0,3,-1.0,0.0,unknown,1
35,technician,single,tertiary,no,485.0,yes,no,unknown,29,may,205.0,5,-1.0,0.0,unknown,1
46,blue-collar,married,primary,no,557.0,no,no,unknown,18,jun,89.0,1,-1.0,0.0,unknown,1
41,admin.,married,secondary,no,1245.0,no,no,unknown,18,jun,140.0,3,-1.0,0.0,unknown,1
30,technician,single,tertiary,no,3291.0,yes,no,unknown,19,may,1218.0,3,-1.0,0.0,unknown,2
42,management,divorced,tertiary,no,0.0,no,no,unknown,20,jun,85.0,2,-1.0,0.0,unknown,1
55,technician,married,secondary,no,276.0,yes,no,unknown,12,may,486.0,1,-1.0,0.0,unknown,1
58,blue-collar,married,primary,no,23.0,yes,no,unknown,20,may,91.0,6,-1.0,0.0,unknown,1
29,management,single,tertiary,no,1952.0,yes,no,unknown,14,may,354.0,1,-1.0,0.0,unknown,1
36,services,married,secondary,no,335.0,yes,no,unknown,9,may,339.0,2,-1.0,0.0,unknown,1
46,technician,married,tertiary,no,675.0,yes,no,unknown,8,may,50.0,1,-1.0,0.0,unknown,1
50,services,married,primary,no,1132.0,yes,no,unknown,29,may,117.0,1,-1.0,0.0,unknown,1
53,blue-collar,divorced,primary,no,2656.0,yes,no,unknown,30,may,1980.0,2,-1.0,0.0,unknown,2
60,retired,married,primary,no,364.0,yes,no,unknown,6,may,631.0,2,-1.0,0.0,unknown,1
36,management,divorced,secondary,no,47.0,no,no,unknown,19,jun,159.0,1,-1.0,0.0,unknown,1
33,services,married,secondary,no,740.0,no,yes,unknown,30,jun,266.0,3,-1.0,0.0,unknown,1
59,blue-collar,married,primary,no,179.0,yes,no,unknown,5,may,55.0,3,-1.0,0.0,unknown,1
57,self-employed,married,secondary,no,35.0,no,yes,unknown,26,jun,215.0,3,-1.0,0.0,unknown,1
40,blue-collar,married,primary,no,1758.0,yes,no,unknown,16,may,1230.0,3,-1.0,0.0,unknown,2
52,admin.,divorced,secondary,no,1049.0,no,yes,unknown,4,jun,80.0,6,-1.0,0.0,unknown,1
43,blue-collar,married,secondary,no,0.0,yes,yes,unknown,29,may,242.0,1,-1.0,0.0,unknown,1
55,management,single,secondary,no,220.0,yes,no,unknown,6,may,328.0,2,-1.0,0.0,unknown,1
39,technician,divorced,secondary,no,394.0,yes,no,unknown,29,may,184.0,1,-1.0,0.0,unknown,1
57,housemaid,married,primary,no,2234.0,no,no,unknown,11,jun,201.0,5,-1.0,0.0,unknown,1
57,technician,married,primary,no,67.0,no,no,unknown,5,jun,67.0,1,-1.0,0.0,unknown,1
40,blue-collar,divorced,secondary,no,-426.0,no,yes,unknown,26,may,245.0,1,-1.0,0.0,unknown,1
48,unemployed,married,secondary,no,41.0,yes,no,unknown,5,may,179.0,2,-1.0,0.0,unknown,1
49,blue-collar,married,primary,no,0.0,yes,no,unknown,6,jun,286.0,2,-1.0,0.0,unknown,1
42,admin.,married,secondary,no,0.0,no,no,unknown,19,jun,370.0,1,-1.0,0.0,unknown,1
46,entrepreneur,married,secondary,no,757.0,no,no,unknown,16,jun,382.0,3,-1.0,0.0,unknown,1
30,services,married,secondary,no,0.0,yes,no,unknown,9,may,20.0,1,-1.0,0.0,unknown,1
42,blue-collar,married,primary,no,984.0,yes,no,unknown,29,may,109.0,1,-1.0,0.0,unknown,1
44,admin.,married,secondary,no,1423.0,yes,no,unknown,13,may,162.0,4,-1.0,0.0,unknown,1
60,technician,married,tertiary,no,0.0,no,no,unknown,6,jun,320.0,1,-1.0,0.0,unknown,1
40,services,married,secondary,no,581.0,yes,no,unknown,15,may,1013.0,3,-1.0,0.0,unknown,1
27,technician,married,unknown,no,811.0,yes,no,unknown,28,may,591.0,2,-1.0,0.0,unknown,1
59,retired,married,secondary,no,3382.0,yes,no,unknown,13,may,806.0,1,-1.0,0.0,unknown,1
24,admin.,married,secondary,no,541.0,yes,no,unknown,5,jun,622.0,4,-1.0,0.0,unknown,1
24,student,single,secondary,no,423.0,yes,no,unknown,5,may,226.0,3,-1.0,0.0,unknown,1
45,blue-collar,married,secondary,no,66.0,yes,no,unknown,5,may,808.0,2,-1.0,0.0,unknown,1
43,admin.,single,secondary,no,2539.0,yes,no,unknown,16,may,529.0,4,-1.0,0.0,unknown,1
38,management,single,tertiary,no,16957.0,yes,no,unknown,27,may,142.0,2,-1.0,0.0,unknown,1
38,unemployed,married,secondary,no,926.0,no,no,unknown,17,jun,705.0,5,-1.0,0.0,unknown,1
40,services,divorced,secondary,no,105.0,yes,no,unknown,6,may,189.0,2,-1.0,0.0,unknown,1
32,blue-collar,married,primary,yes,-275.0,yes,yes,unknown,27,may,321.0,1,-1.0,0.0,unknown,1
31,blue-collar,single,primary,no,-502.0,yes,no,unknown,29,may,76.0,4,-1.0,0.0,unknown,1
37,blue-collar,single,secondary,no,415.0,no,no,unknown,18,jun,203.0,1,-1.0,0.0,unknown,1
54,blue-collar,divorced,primary,no,138.0,yes,no,unknown,4,jun,173.0,10,-1.0,0.0,unknown,1
27,technician,single,secondary,no,8.0,yes,no,unknown,20,may,777.0,3,-1.0,0.0,unknown,1
37,blue-collar,married,secondary,no,196.0,yes,no,unknown,5,jun,66.0,3,-1.0,0.0,unknown,1
55,technician,married,secondary,no,2760.0,yes,no,unknown,30,may,267.0,14,-1.0,0.0,unknown,1
46,technician,divorced,tertiary,no,7318.0,no,no,unknown,20,jun,11.0,5,-1.0,0.0,unknown,1
39,blue-collar,married,secondary,no,5853.0,yes,no,unknown,21,may,210.0,2,-1.0,0.0,unknown,1
38,services,married,secondary,no,497.0,yes,yes,unknown,19,may,88.0,5,-1.0,0.0,unknown,1
46,technician,married,secondary,no,0.0,yes,no,unknown,4,jun,242.0,5,-1.0,0.0,unknown,1
39,blue-collar,married,primary,no,0.0,no,no,unknown,9,jun,173.0,1,-1.0,0.0,unknown,1
49,management,divorced,primary,no,49.0,no,no,unknown,9,jun,232.0,1,-1.0,0.0,unknown,1
54,blue-collar,married,primary,no,-51.0,no,no,unknown,20,jun,198.0,10,-1.0,0.0,unknown,1
31,management,single,tertiary,no,1852.0,yes,no,unknown,6,may,170.0,3,-1.0,0.0,unknown,1
42,technician,married,secondary,no,297.0,no,no,unknown,20,jun,65.0,1,-1.0,0.0,unknown,1
40,management,married,tertiary,no,406.0,no,no,unknown,6,jun,262.0,1,-1.0,0.0,unknown,1
35,entrepreneur,married,secondary,no,2008.0,no,no,unknown,4,jun,178.0,6,-1.0,0.0,unknown,1
42,blue-collar,married,secondary,no,-355.0,yes,yes,unknown,5,jun,939.0,6,-1.0,0.0,unknown,1
30,services,single,secondary,no,1881.0,no,yes,unknown,26,jun,29.0,1,-1.0,0.0,unknown,1
37,blue-collar,married,secondary,no,1403.0,no,no,unknown,9,oct,14.0,1,-1.0,0.0,unknown,1
40,services,married,secondary,no,-212.0,yes,yes,unknown,23,may,54.0,1,-1.0,0.0,unknown,1
58,blue-collar,married,primary,no,-91.0,yes,no,unknown,9,may,164.0,5,-1.0,0.0,unknown,1
30,services,single,secondary,no,342.0,yes,no,unknown,7,may,206.0,2,-1.0,0.0,unknown,1
45,blue-collar,married,primary,no,676.0,yes,no,unknown,30,may,156.0,4,-1.0,0.0,unknown,1
26,management,single,tertiary,no,205.0,no,no,unknown,26,may,111.0,1,-1.0,0.0,unknown,1
46,admin.,married,secondary,no,3028.0,yes,yes,unknown,14,may,116.0,1,-1.0,0.0,unknown,1
39,blue-collar,married,primary,no,830.0,yes,no,unknown,8,may,246.0,2,-1.0,0.0,unknown,1
38,management,married,tertiary,no,63.0,yes,no,unknown,21,may,518.0,1,-1.0,0.0,unknown,1
23,management,single,unknown,no,375.0,yes,no,unknown,9,may,194.0,3,-1.0,0.0,unknown,1
32,technician,single,tertiary,no,92.0,yes,no,unknown,28,may,116.0,1,-1.0,0.0,unknown,1
51,blue-collar,married,primary,no,202.0,yes,no,unknown,8,may,200.0,2,-1.0,0.0,unknown,1
44,self-employed,married,secondary,no,264.0,yes,no,unknown,13,may,198.0,2,-1.0,0.0,unknown,1
32,entrepreneur,single,tertiary,no,6259.0,yes,no,unknown,9,may,230.0,2,-1.0,0.0,unknown,1
50,management,married,tertiary,no,29.0,no,yes,unknown,23,jul,104.0,1,-1.0,0.0,unknown,1
38,blue-collar,married,secondary,no,1116.0,no,no,unknown,9,jun,80.0,3,-1.0,0.0,unknown,1
31,services,married,tertiary,no,309.0,yes,yes,unknown,7,may,294.0,1,-1.0,0.0,unknown,1
60,retired,married,secondary,no,819.0,yes,no,unknown,19,may,110.0,2,-1.0,0.0,unknown,1
29,management,married,tertiary,no,246.0,yes,no,unknown,9,may,45.0,1,-1.0,0.0,unknown,1
55,admin.,married,secondary,no,131.0,yes,no,unknown,6,may,744.0,1,-1.0,0.0,unknown,1
41,technician,divorced,secondary,no,586.0,yes,no,unknown,19,jun,223.0,1,-1.0,0.0,unknown,1
50,services,married,secondary,no,3374.0,no,no,unknown,19,jun,27.0,2,-1.0,0.0,unknown,1
34,blue-collar,married,primary,no,60.0,yes,no,unknown,26,may,23.0,10,-1.0,0.0,unknown,1
51,unknown,divorced,unknown,no,1649.0,no,no,unknown,5,jun,93.0,1,-1.0,0.0,unknown,1
48,blue-collar,married,primary,no,551.0,yes,yes,unknown,18,jun,386.0,5,-1.0,0.0,unknown,1
32,admin.,single,tertiary,no,490.0,yes,no,unknown,9,may,94.0,2,-1.0,0.0,unknown,1
34,services,single,secondary,no,0.0,yes,no,unknown,5,may,142.0,1,-1.0,0.0,unknown,1
36,admin.,married,secondary,no,542.0,yes,no,unknown,18,jun,604.0,6,-1.0,0.0,unknown,1
34,blue-collar,married,secondary,no,225.0,yes,no,unknown,28,may,342.0,2,-1.0,0.0,unknown,1
32,services,married,secondary,no,2068.0,yes,yes,unknown,9,may,143.0,1,-1.0,0.0,unknown,1
53,blue-collar,married,unknown,no,1827.0,no,no,unknown,5,may,121.0,1,-1.0,0.0,unknown,1
44,technician,divorced,secondary,no,976.0,yes,no,unknown,14,may,302.0,2,-1.0,0.0,unknown,1
42,technician,divorced,secondary,no,0.0,yes,no,unknown,30,may,115.0,6,-1.0,0.0,unknown,1
41,blue-collar,married,secondary,no,1459.0,no,no,unknown,5,jun,82.0,1,-1.0,0.0,unknown,1
28,management,single,tertiary,no,4013.0,yes,no,unknown,4,jun,386.0,1,-1.0,0.0,unknown,1
51,retired,married,secondary,no,226.0,yes,yes,unknown,8,may,418.0,1,-1.0,0.0,unknown,1
53,retired,married,secondary,no,-27.0,no,no,unknown,13,may,209.0,9,-1.0,0.0,unknown,1
51,retired,single,primary,no,604.0,no,no,unknown,20,jun,43.0,2,-1.0,0.0,unknown,1
36,blue-collar,single,primary,no,367.0,no,no,unknown,26,jun,277.0,1,-1.0,0.0,unknown,1
38,technician,single,tertiary,no,-256.0,yes,no,unknown,9,may,116.0,1,-1.0,0.0,unknown,1
40,blue-collar,married,primary,no,-322.0,yes,yes,unknown,6,may,144.0,1,-1.0,0.0,unknown,1
29,management,single,tertiary,no,-158.0,yes,no,unknown,28,may,399.0,1,-1.0,0.0,unknown,1
35,services,married,secondary,no,39.0,no,no,unknown,7,may,143.0,1,-1.0,0.0,unknown,1
50,blue-collar,married,secondary,no,1557.0,yes,no,unknown,7,may,263.0,6,-1.0,0.0,unknown,1
44,blue-collar,married,primary,no,749.0,yes,no,unknown,16,jun,424.0,2,-1.0,0.0,unknown,1
41,technician,married,secondary,no,288.0,yes,no,unknown,15,may,221.0,4,-1.0,0.0,unknown,1
28,blue-collar,single,secondary,no,362.0,yes,no,unknown,19,may,263.0,1,-1.0,0.0,unknown,1
31,blue-collar,single,tertiary,no,462.0,yes,yes,unknown,19,may,147.0,1,-1.0,0.0,unknown,1
50,management,married,tertiary,no,557.0,yes,no,unknown,17,jun,200.0,4,-1.0,0.0,unknown,1
30,management,single,tertiary,no,162.0,yes,no,unknown,20,may,186.0,4,-1.0,0.0,unknown,1
34,admin.,married,secondary,no,287.0,yes,no,unknown,2,jun,149.0,8,-1.0,0.0,unknown,1
57,retired,single,secondary,no,630.0,no,no,unknown,19,jun,276.0,1,-1.0,0.0,unknown,1
49,management,married,tertiary,no,1304.0,yes,no,unknown,27,may,144.0,1,-1.0,0.0,unknown,1
41,technician,married,secondary,no,130.0,no,no,unknown,17,jun,160.0,3,-1.0,0.0,unknown,1
37,blue-collar,married,secondary,no,-141.0,yes,yes,unknown,29,may,76.0,3,-1.0,0.0,unknown,1
38,blue-collar,married,secondary,no,0.0,yes,no,unknown,9,jun,254.0,1,-1.0,0.0,unknown,1
38,technician,single,tertiary,no,38.0,no,no,unknown,16,jun,64.0,1,-1.0,0.0,unknown,1
29,services,single,secondary,no,146.0,yes,no,unknown,19,may,104.0,2,-1.0,0.0,unknown,1
32,blue-collar,married,primary,no,274.0,yes,no,unknown,9,may,21.0,3,-1.0,0.0,unknown,1
54,self-employed,married,secondary,no,153.0,yes,no,unknown,5,jun,40.0,1,-1.0,0.0,unknown,1
58,housemaid,married,primary,no,5278.0,yes,no,unknown,4,jun,763.0,4,-1.0,0.0,unknown,1
33,technician,single,secondary,no,14.0,yes,no,unknown,12,may,188.0,1,-1.0,0.0,unknown,1
57,blue-collar,married,primary,no,1460.0,no,no,unknown,13,may,91.0,2,-1.0,0.0,unknown,1
40,management,married,secondary,no,6695.0,yes,no,unknown,30,may,115.0,1,-1.0,0.0,unknown,1
36,technician,single,secondary,no,656.0,no,no,unknown,21,may,261.0,1,-1.0,0.0,unknown,1
49,admin.,married,secondary,no,12.0,no,no,unknown,30,jun,217.0,2,-1.0,0.0,unknown,1
31,blue-collar,single,secondary,yes,-575.0,yes,no,unknown,2,jun,153.0,9,-1.0,0.0,unknown,1
34,management,single,tertiary,no,318.0,yes,no,unknown,5,may,113.0,2,-1.0,0.0,unknown,1
33,blue-collar,single,secondary,no,307.0,yes,no,unknown,5,may,309.0,2,-1.0,0.0,unknown,1
50,blue-collar,married,primary,no,1290.0,yes,no,unknown,30,may,65.0,14,-1.0,0.0,unknown,1
46,management,married,secondary,no,766.0,yes,no,unknown,16,jul,6.0,1,-1.0,0.0,unknown,1
46,management,married,secondary,no,5559.0,no,no,unknown,17,jun,483.0,1,-1.0,0.0,unknown,1
34,blue-collar,divorced,secondary,no,3798.0,yes,no,unknown,23,may,488.0,1,-1.0,0.0,unknown,1
46,technician,married,secondary,no,1465.0,yes,no,unknown,14,may,86.0,2,-1.0,0.0,unknown,1
35,blue-collar,married,primary,no,1383.0,yes,no,unknown,27,may,269.0,2,-1.0,0.0,unknown,1
50,management,married,tertiary,no,15442.0,no,no,unknown,5,jun,91.0,1,-1.0,0.0,unknown,1
28,blue-collar,married,secondary,no,6.0,yes,no,unknown,9,may,254.0,1,-1.0,0.0,unknown,1
39,blue-collar,married,primary,no,867.0,yes,no,unknown,7,may,481.0,1,-1.0,0.0,unknown,1
48,retired,married,secondary,no,74.0,no,yes,unknown,6,may,315.0,1,-1.0,0.0,unknown,1
30,services,married,secondary,no,675.0,yes,no,unknown,21,may,232.0,1,-1.0,0.0,unknown,1
31,blue-collar,single,secondary,no,-27.0,no,no,unknown,4,jul,96.0,2,-1.0,0.0,unknown,1
60,services,divorced,secondary,no,47.0,no,no,unknown,11,jun,360.0,1,-1.0,0.0,unknown,1
33,admin.,single,secondary,no,303.0,no,no,unknown,8,may,149.0,1,-1.0,0.0,unknown,1
46,technician,married,secondary,no,0.0,no,no,unknown,20,jun,625.0,1,-1.0,0.0,unknown,1
35,blue-collar,single,primary,no,109.0,yes,no,unknown,7,may,83.0,2,-1.0,0.0,unknown,1
28,technician,single,secondary,no,26765.0,no,no,unknown,13,may,210.0,8,-1.0,0.0,unknown,1
35,technician,married,secondary,no,523.0,yes,yes,unknown,16,may,95.0,1,-1.0,0.0,unknown,1
29,admin.,single,secondary,no,900.0,yes,no,unknown,14,may,339.0,1,-1.0,0.0,unknown,1
58,technician,divorced,secondary,no,797.0,yes,no,unknown,6,jun,134.0,2,-1.0,0.0,unknown,1
32,management,single,tertiary,no,4.0,yes,no,unknown,9,may,179.0,2,-1.0,0.0,unknown,1
51,blue-collar,divorced,primary,no,325.0,yes,no,unknown,6,may,254.0,2,-1.0,0.0,unknown,1
44,blue-collar,married,secondary,no,1025.0,yes,no,unknown,18,jun,200.0,1,-1.0,0.0,unknown,1
51,unemployed,divorced,secondary,no,370.0,no,no,unknown,9,may,167.0,1,-1.0,0.0,unknown,1
35,services,single,secondary,no,-437.0,yes,no,unknown,3,jun,43.0,5,-1.0,0.0,unknown,1
53,management,married,tertiary,no,4.0,no,no,unknown,20,jun,19.0,6,-1.0,0.0,unknown,1
31,admin.,married,secondary,no,413.0,yes,no,unknown,14,may,574.0,2,-1.0,0.0,unknown,1
35,blue-collar,married,primary,no,356.0,yes,yes,unknown,20,may,474.0,2,-1.0,0.0,unknown,1
34,services,married,secondary,no,-93.0,yes,yes,unknown,20,may,194.0,1,-1.0,0.0,unknown,1
37,technician,married,primary,no,0.0,yes,no,unknown,6,may,76.0,4,-1.0,0.0,unknown,1
21,admin.,single,secondary,no,325.0,yes,no,unknown,16,may,467.0,1,-1.0,0.0,unknown,1
48,blue-collar,divorced,secondary,yes,296.0,no,yes,unknown,16,jun,144.0,4,-1.0,0.0,unknown,1
45,blue-collar,divorced,primary,no,844.0,no,no,unknown,5,jun,1018.0,3,-1.0,0.0,unknown,2
44,unknown,single,unknown,no,1239.0,no,no,unknown,20,jun,39.0,4,-1.0,0.0,unknown,1
40,unemployed,married,tertiary,no,1558.0,yes,no,unknown,20,jun,44.0,15,-1.0,0.0,unknown,1
37,self-employed,married,secondary,no,2260.0,yes,no,unknown,30,may,370.0,3,-1.0,0.0,unknown,1
32,admin.,single,secondary,no,91.0,yes,no,unknown,14,may,302.0,2,-1.0,0.0,unknown,1
56,blue-collar,married,secondary,no,813.0,yes,yes,unknown,14,jul,71.0,1,-1.0,0.0,unknown,1
41,services,married,primary,no,124.0,yes,no,unknown,16,may,393.0,2,-1.0,0.0,unknown,1
35,technician,married,secondary,no,51.0,yes,no,unknown,14,may,824.0,2,-1.0,0.0,unknown,1
32,services,single,tertiary,no,-233.0,yes,no,unknown,28,may,140.0,2,-1.0,0.0,unknown,1
26,blue-collar,married,secondary,no,986.0,yes,no,unknown,5,jun,209.0,3,-1.0,0.0,unknown,1
25,entrepreneur,married,tertiary,no,37.0,yes,yes,unknown,8,may,453.0,2,-1.0,0.0,unknown,1
52,admin.,married,secondary,no,101.0,yes,yes,unknown,2,jun,140.0,4,-1.0,0.0,unknown,1
38,blue-collar,married,primary,no,476.0,yes,no,unknown,28,may,212.0,4,-1.0,0.0,unknown,1
33,technician,divorced,secondary,no,7.0,yes,yes,unknown,6,may,87.0,1,-1.0,0.0,unknown,1
49,technician,married,secondary,no,2497.0,yes,no,unknown,29,may,99.0,1,-1.0,0.0,unknown,1
38,management,married,tertiary,no,0.0,yes,no,unknown,20,may,206.0,1,-1.0,0.0,unknown,1
45,admin.,married,secondary,no,805.0,yes,no,unknown,15,may,186.0,3,-1.0,0.0,unknown,1
49,blue-collar,married,primary,no,937.0,yes,no,unknown,12,jun,66.0,1,-1.0,0.0,unknown,1
48,technician,married,tertiary,no,2369.0,no,no,unknown,11,jun,516.0,2,-1.0,0.0,unknown,1
37,blue-collar,single,secondary,no,88.0,yes,no,unknown,6,may,128.0,2,-1.0,0.0,unknown,1
53,unemployed,married,unknown,no,13.0,no,no,unknown,5,may,410.0,3,-1.0,0.0,unknown,1
47,admin.,married,secondary,no,-245.0,yes,no,unknown,27,may,145.0,5,-1.0,0.0,unknown,1
21,student,single,secondary,no,232.0,yes,no,unknown,21,may,110.0,2,-1.0,0.0,unknown,1
51,management,divorced,tertiary,no,482.0,yes,no,unknown,14,may,178.0,1,-1.0,0.0,unknown,1
23,management,married,tertiary,no,175.0,yes,no,unknown,26,may,796.0,1,-1.0,0.0,unknown,1
36,blue-collar,married,secondary,no,590.0,yes,no,unknown,9,may,282.0,2,-1.0,0.0,unknown,1
28,blue-collar,single,primary,no,-457.0,yes,no,unknown,15,may,43.0,9,-1.0,0.0,unknown,1
34,entrepreneur,married,tertiary,no,105.0,yes,no,unknown,28,may,249.0,2,-1.0,0.0,unknown,1
37,blue-collar,married,secondary,no,190.0,yes,no,unknown,9,may,83.0,2,-1.0,0.0,unknown,1
28,technician,single,secondary,no,1417.0,yes,no,unknown,28,may,491.0,1,-1.0,0.0,unknown,1
48,blue-collar,single,primary,no,0.0,no,no,unknown,18,jun,71.0,1,-1.0,0.0,unknown,1
30,services,single,tertiary,no,0.0,no,no,unknown,4,jul,71.0,1,-1.0,0.0,unknown,1
48,technician,single,tertiary,no,0.0,no,no,unknown,16,jun,73.0,4,-1.0,0.0,unknown,1
40,management,married,tertiary,no,384.0,no,no,unknown,28,may,191.0,2,-1.0,0.0,unknown,1
33,admin.,married,secondary,no,21.0,no,no,unknown,6,may,189.0,3,-1.0,0.0,unknown,1
28,unemployed,married,secondary,no,858.0,yes,no,unknown,21,may,371.0,1,-1.0,0.0,unknown,1
29,unemployed,single,tertiary,no,0.0,yes,yes,unknown,16,may,703.0,4,-1.0,0.0,unknown,1
59,blue-collar,divorced,primary,no,1320.0,no,no,unknown,9,jun,522.0,1,-1.0,0.0,unknown,1
38,blue-collar,married,primary,no,54.0,yes,no,unknown,8,may,180.0,1,-1.0,0.0,unknown,1
43,management,married,tertiary,no,0.0,yes,no,unknown,16,jun,100.0,17,-1.0,0.0,unknown,1
57,services,divorced,primary,no,1920.0,no,no,unknown,19,may,77.0,2,-1.0,0.0,unknown,1
50,blue-collar,divorced,primary,no,4882.0,yes,no,unknown,16,jun,320.0,2,-1.0,0.0,unknown,1
37,management,married,tertiary,no,655.0,no,no,unknown,28,may,244.0,3,-1.0,0.0,unknown,1
31,technician,married,secondary,no,4.0,no,no,unknown,20,may,199.0,4,-1.0,0.0,unknown,1
47,technician,married,secondary,no,89.0,no,no,unknown,5,jun,287.0,1,-1.0,0.0,unknown,1
40,blue-collar,married,primary,no,236.0,yes,no,unknown,20,may,167.0,2,-1.0,0.0,unknown,1
40,entrepreneur,married,tertiary,no,1089.0,yes,yes,unknown,13,may,195.0,5,-1.0,0.0,unknown,1
34,blue-collar,married,primary,no,336.0,yes,no,unknown,21,may,713.0,4,-1.0,0.0,unknown,1
54,unemployed,married,tertiary,no,0.0,no,yes,unknown,3,jul,188.0,1,-1.0,0.0,unknown,1
43,technician,married,secondary,no,78.0,yes,no,unknown,15,may,80.0,1,-1.0,0.0,unknown,1
53,services,married,secondary,no,1788.0,yes,no,unknown,29,may,253.0,2,-1.0,0.0,unknown,1
46,technician,married,secondary,no,1427.0,yes,no,unknown,14,may,32.0,3,-1.0,0.0,unknown,1
31,admin.,married,secondary,no,-36.0,yes,yes,unknown,4,jul,64.0,1,-1.0,0.0,unknown,1
32,management,married,primary,no,142.0,yes,no,unknown,12,may,101.0,1,-1.0,0.0,unknown,1
34,entrepreneur,married,secondary,no,3119.0,yes,no,unknown,21,may,250.0,4,-1.0,0.0,unknown,1
57,retired,single,secondary,no,1640.0,no,yes,unknown,6,may,204.0,4,-1.0,0.0,unknown,1
32,management,single,tertiary,no,111.0,yes,no,unknown,8,may,162.0,2,-1.0,0.0,unknown,1
35,services,married,secondary,no,843.0,yes,no,unknown,27,may,120.0,2,-1.0,0.0,unknown,1
